entry_id,posting_date,item_id,location_id,entry_type,quantity
ILE00011055,2024-07-01,ITEM0032,LOC005,Sales Shipment,-48
ILE00011056,2024-07-01,ITEM0032,LOC005,Adjustment,1
ILE00011057,2024-07-01,ITEM0033,LOC005,Purchase Receipt,66
ILE00011058,2024-07-01,ITEM0033,LOC005,Sales Shipment,-97
ILE00011059,2024-07-01,ITEM0034,LOC005,Purchase Receipt,91
ILE00011060,2024-07-01,ITEM0034,LOC005,Sales Shipment,-44
ILE00011061,2024-07-01,ITEM0034,LOC005,Adjustment,1
ILE00011062,2024-07-01,ITEM0035,LOC005,Purchase Receipt,54
ILE00011063,2024-07-01,ITEM0035,LOC005,Sales Shipment,-68
ILE00011064,2024-07-01,ITEM0035,LOC005,Adjustment,1
ILE00011065,2024-07-01,ITEM0036,LOC005,Purchase Receipt,78
ILE00011066,2024-07-01,ITEM0036,LOC005,Sales Shipment,-73
ILE00011067,2024-07-01,ITEM0036,LOC005,Adjustment,3
ILE00011068,2024-07-01,ITEM0037,LOC005,Purchase Receipt,75
ILE00011069,2024-07-01,ITEM0037,LOC005,Sales Shipment,-60
ILE00011070,2024-07-01,ITEM0037,LOC005,Adjustment,-1
ILE00011071,2024-07-01,ITEM0038,LOC005,Purchase Receipt,68
ILE00011072,2024-07-01,ITEM0038,LOC005,Sales Shipment,-57
ILE00011073,2024-07-01,ITEM0038,LOC005,Adjustment,3
ILE00011074,2024-07-01,ITEM0039,LOC005,Purchase Receipt,61
ILE00011075,2024-07-01,ITEM0039,LOC005,Sales Shipment,-55
ILE00011076,2024-07-01,ITEM0039,LOC005,Adjustment,2
ILE00011077,2024-07-01,ITEM0040,LOC005,Purchase Receipt,71
ILE00011078,2024-07-01,ITEM0040,LOC005,Sales Shipment,-55
ILE00011079,2024-07-01,ITEM0041,LOC005,Purchase Receipt,89
ILE00011080,2024-07-01,ITEM0041,LOC005,Sales Shipment,-71
ILE00011081,2024-07-01,ITEM0041,LOC005,Adjustment,-2
ILE00011082,2024-07-01,ITEM0042,LOC005,Purchase Receipt,71
ILE00011083,2024-07-01,ITEM0042,LOC005,Sales Shipment,-61
ILE00011084,2024-07-01,ITEM0042,LOC005,Adjustment,-3
ILE00011085,2024-07-01,ITEM0043,LOC005,Purchase Receipt,90
ILE00011086,2024-07-01,ITEM0043,LOC005,Sales Shipment,-80
ILE00011087,2024-07-01,ITEM0043,LOC005,Adjustment,-3
ILE00011088,2024-07-01,ITEM0044,LOC005,Purchase Receipt,90
ILE00011089,2024-07-01,ITEM0044,LOC005,Sales Shipment,-80
ILE00011090,2024-07-01,ITEM0044,LOC005,Adjustment,-2
ILE00011091,2024-07-01,ITEM0045,LOC005,Purchase Receipt,49
ILE00011092,2024-07-01,ITEM0045,LOC005,Sales Shipment,-57
ILE00011093,2024-07-01,ITEM0046,LOC005,Purchase Receipt,92
ILE00011094,2024-07-01,ITEM0046,LOC005,Sales Shipment,-59
ILE00011095,2024-07-01,ITEM0046,LOC005,Adjustment,1
ILE00011096,2024-07-01,ITEM0047,LOC005,Purchase Receipt,83
ILE00011097,2024-07-01,ITEM0047,LOC005,Sales Shipment,-69
ILE00011098,2024-07-01,ITEM0047,LOC005,Adjustment,2
ILE00011099,2024-07-01,ITEM0048,LOC005,Purchase Receipt,71
ILE00011100,2024-07-01,ITEM0048,LOC005,Sales Shipment,-23
ILE00011101,2024-07-01,ITEM0048,LOC005,Adjustment,3
ILE00011102,2024-07-01,ITEM0049,LOC005,Purchase Receipt,68
ILE00011103,2024-07-01,ITEM0049,LOC005,Sales Shipment,-58
ILE00011104,2024-07-01,ITEM0049,LOC005,Adjustment,3
ILE00011105,2024-07-01,ITEM0050,LOC005,Purchase Receipt,70
ILE00011106,2024-07-01,ITEM0050,LOC005,Sales Shipment,-60
ILE00011107,2024-07-01,ITEM0050,LOC005,Adjustment,-1
ILE00011108,2024-07-01,ITEM0051,LOC005,Purchase Receipt,81
ILE00011109,2024-07-01,ITEM0051,LOC005,Sales Shipment,-60
ILE00011110,2024-07-01,ITEM0052,LOC005,Purchase Receipt,78
ILE00011111,2024-07-01,ITEM0052,LOC005,Sales Shipment,-107
ILE00011112,2024-07-01,ITEM0053,LOC005,Purchase Receipt,87
ILE00011113,2024-07-01,ITEM0053,LOC005,Sales Shipment,-73
ILE00011114,2024-07-01,ITEM0053,LOC005,Adjustment,1
ILE00011115,2024-07-01,ITEM0054,LOC005,Purchase Receipt,56
ILE00011116,2024-07-01,ITEM0054,LOC005,Sales Shipment,-52
ILE00011117,2024-07-01,ITEM0054,LOC005,Adjustment,-1
ILE00011118,2024-07-01,ITEM0055,LOC005,Purchase Receipt,82
ILE00011119,2024-07-01,ITEM0055,LOC005,Sales Shipment,-48
ILE00011120,2024-07-01,ITEM0056,LOC005,Purchase Receipt,49
ILE00011121,2024-07-01,ITEM0056,LOC005,Sales Shipment,-52
ILE00011122,2024-07-01,ITEM0056,LOC005,Adjustment,2
ILE00011123,2024-07-01,ITEM0057,LOC005,Purchase Receipt,53
ILE00011124,2024-07-01,ITEM0057,LOC005,Sales Shipment,-55
ILE00011125,2024-07-01,ITEM0057,LOC005,Adjustment,-2
ILE00011126,2024-07-01,ITEM0058,LOC005,Purchase Receipt,85
ILE00011127,2024-07-01,ITEM0058,LOC005,Sales Shipment,-57
ILE00011128,2024-07-01,ITEM0058,LOC005,Adjustment,-3
ILE00011129,2024-07-01,ITEM0059,LOC005,Purchase Receipt,59
ILE00011130,2024-07-01,ITEM0059,LOC005,Sales Shipment,-43
ILE00011131,2024-07-01,ITEM0059,LOC005,Adjustment,-2
ILE00011132,2024-07-01,ITEM0060,LOC005,Purchase Receipt,51
ILE00011133,2024-07-01,ITEM0060,LOC005,Sales Shipment,-48
ILE00011134,2024-07-01,ITEM0061,LOC005,Purchase Receipt,91
ILE00011135,2024-07-01,ITEM0061,LOC005,Sales Shipment,-43
ILE00011136,2024-07-01,ITEM0061,LOC005,Adjustment,-3
ILE00011137,2024-07-01,ITEM0062,LOC005,Purchase Receipt,78
ILE00011138,2024-07-01,ITEM0062,LOC005,Sales Shipment,-27
ILE00011139,2024-07-01,ITEM0062,LOC005,Adjustment,1
ILE00011140,2024-07-01,ITEM0063,LOC005,Purchase Receipt,99
ILE00011141,2024-07-01,ITEM0063,LOC005,Sales Shipment,-68
ILE00011142,2024-07-01,ITEM0064,LOC005,Purchase Receipt,82
ILE00011143,2024-07-01,ITEM0064,LOC005,Sales Shipment,-63
ILE00011144,2024-07-01,ITEM0065,LOC005,Purchase Receipt,56
ILE00011145,2024-07-01,ITEM0065,LOC005,Sales Shipment,-27
ILE00011146,2024-07-01,ITEM0066,LOC005,Purchase Receipt,72
ILE00011147,2024-07-01,ITEM0066,LOC005,Sales Shipment,-66
ILE00011148,2024-07-01,ITEM0066,LOC005,Adjustment,3
ILE00011149,2024-07-01,ITEM0067,LOC005,Purchase Receipt,51
ILE00011150,2024-07-01,ITEM0067,LOC005,Sales Shipment,-50
ILE00011151,2024-07-01,ITEM0067,LOC005,Adjustment,-2
ILE00011152,2024-07-01,ITEM0068,LOC005,Purchase Receipt,51
ILE00011153,2024-07-01,ITEM0068,LOC005,Sales Shipment,-27
ILE00011154,2024-07-01,ITEM0069,LOC005,Purchase Receipt,85
ILE00011155,2024-07-01,ITEM0069,LOC005,Sales Shipment,-44
ILE00011156,2024-07-01,ITEM0070,LOC005,Purchase Receipt,76
ILE00011157,2024-07-01,ITEM0070,LOC005,Sales Shipment,-61
ILE00011158,2024-07-01,ITEM0070,LOC005,Adjustment,2
ILE00011159,2024-07-01,ITEM0071,LOC005,Purchase Receipt,57
ILE00011160,2024-07-01,ITEM0071,LOC005,Sales Shipment,-68
ILE00011161,2024-07-01,ITEM0071,LOC005,Adjustment,2
ILE00011162,2024-07-01,ITEM0072,LOC005,Purchase Receipt,67
ILE00011163,2024-07-01,ITEM0072,LOC005,Sales Shipment,-32
ILE00011164,2024-07-01,ITEM0072,LOC005,Adjustment,-3
ILE00011165,2024-07-01,ITEM0073,LOC005,Purchase Receipt,74
ILE00011166,2024-07-01,ITEM0073,LOC005,Sales Shipment,-57
ILE00011167,2024-07-01,ITEM0073,LOC005,Adjustment,-2
ILE00011168,2024-07-01,ITEM0074,LOC005,Purchase Receipt,59
ILE00011169,2024-07-01,ITEM0074,LOC005,Sales Shipment,-92
ILE00011170,2024-07-01,ITEM0075,LOC005,Purchase Receipt,100
ILE00011171,2024-07-01,ITEM0075,LOC005,Sales Shipment,-60
ILE00011172,2024-07-01,ITEM0075,LOC005,Adjustment,-1
ILE00011173,2024-07-01,ITEM0076,LOC005,Purchase Receipt,84
ILE00011174,2024-07-01,ITEM0076,LOC005,Sales Shipment,-84
ILE00011175,2024-07-01,ITEM0077,LOC005,Purchase Receipt,101
ILE00011176,2024-07-01,ITEM0077,LOC005,Sales Shipment,-56
ILE00011177,2024-07-01,ITEM0077,LOC005,Adjustment,-2
ILE00011178,2024-07-01,ITEM0078,LOC005,Purchase Receipt,52
ILE00011179,2024-07-01,ITEM0078,LOC005,Sales Shipment,-53
ILE00011180,2024-07-01,ITEM0079,LOC005,Purchase Receipt,60
ILE00011181,2024-07-01,ITEM0079,LOC005,Sales Shipment,-30
ILE00011182,2024-07-01,ITEM0079,LOC005,Adjustment,3
ILE00011183,2024-07-01,ITEM0080,LOC005,Purchase Receipt,58
ILE00011184,2024-07-01,ITEM0080,LOC005,Sales Shipment,-42
ILE00011185,2024-07-01,ITEM0080,LOC005,Adjustment,3
ILE00011186,2024-07-01,ITEM0081,LOC005,Purchase Receipt,46
ILE00011187,2024-07-01,ITEM0081,LOC005,Sales Shipment,-48
ILE00011188,2024-07-01,ITEM0081,LOC005,Adjustment,1
ILE00011189,2024-07-01,ITEM0082,LOC005,Purchase Receipt,55
ILE00011190,2024-07-01,ITEM0082,LOC005,Sales Shipment,-60
ILE00011191,2024-07-01,ITEM0082,LOC005,Adjustment,-2
ILE00011192,2024-07-01,ITEM0083,LOC005,Purchase Receipt,57
ILE00011193,2024-07-01,ITEM0083,LOC005,Sales Shipment,-47
ILE00011194,2024-07-01,ITEM0084,LOC005,Purchase Receipt,34
ILE00011195,2024-07-01,ITEM0084,LOC005,Sales Shipment,-59
ILE00011196,2024-07-01,ITEM0085,LOC005,Purchase Receipt,77
ILE00011197,2024-07-01,ITEM0085,LOC005,Sales Shipment,-68
ILE00011198,2024-07-01,ITEM0086,LOC005,Purchase Receipt,67
ILE00011199,2024-07-01,ITEM0086,LOC005,Sales Shipment,-50
ILE00011200,2024-07-01,ITEM0087,LOC005,Purchase Receipt,60
ILE00011201,2024-07-01,ITEM0087,LOC005,Sales Shipment,-57
ILE00011202,2024-07-01,ITEM0087,LOC005,Adjustment,-3
ILE00011203,2024-07-01,ITEM0088,LOC005,Purchase Receipt,50
ILE00011204,2024-07-01,ITEM0088,LOC005,Sales Shipment,-72
ILE00011205,2024-07-01,ITEM0089,LOC005,Purchase Receipt,91
ILE00011206,2024-07-01,ITEM0089,LOC005,Sales Shipment,-70
ILE00011207,2024-07-01,ITEM0090,LOC005,Purchase Receipt,106
ILE00011208,2024-07-01,ITEM0090,LOC005,Sales Shipment,-40
ILE00011209,2024-07-01,ITEM0090,LOC005,Adjustment,1
ILE00011210,2024-07-01,ITEM0091,LOC005,Purchase Receipt,111
ILE00011211,2024-07-01,ITEM0091,LOC005,Sales Shipment,-74
ILE00011212,2024-07-01,ITEM0091,LOC005,Adjustment,3
ILE00011213,2024-07-01,ITEM0092,LOC005,Purchase Receipt,42
ILE00011214,2024-07-01,ITEM0092,LOC005,Sales Shipment,-60
ILE00011215,2024-07-01,ITEM0092,LOC005,Adjustment,-2
ILE00011216,2024-07-01,ITEM0093,LOC005,Purchase Receipt,76
ILE00011217,2024-07-01,ITEM0093,LOC005,Sales Shipment,-39
ILE00011218,2024-07-01,ITEM0094,LOC005,Purchase Receipt,61
ILE00011219,2024-07-01,ITEM0094,LOC005,Sales Shipment,-33
ILE00011220,2024-07-01,ITEM0094,LOC005,Adjustment,-3
ILE00011221,2024-07-01,ITEM0095,LOC005,Purchase Receipt,52
ILE00011222,2024-07-01,ITEM0095,LOC005,Sales Shipment,-75
ILE00011223,2024-07-01,ITEM0095,LOC005,Adjustment,-2
ILE00011224,2024-07-01,ITEM0096,LOC005,Purchase Receipt,34
ILE00011225,2024-07-01,ITEM0096,LOC005,Sales Shipment,-60
ILE00011226,2024-07-01,ITEM0096,LOC005,Adjustment,-2
ILE00011227,2024-07-01,ITEM0097,LOC005,Purchase Receipt,81
ILE00011228,2024-07-01,ITEM0097,LOC005,Sales Shipment,-33
ILE00011229,2024-07-01,ITEM0098,LOC005,Purchase Receipt,63
ILE00011230,2024-07-01,ITEM0098,LOC005,Sales Shipment,-61
ILE00011231,2024-07-01,ITEM0098,LOC005,Adjustment,-2
ILE00011232,2024-07-01,ITEM0099,LOC005,Purchase Receipt,49
ILE00011233,2024-07-01,ITEM0099,LOC005,Sales Shipment,-50
ILE00011234,2024-07-01,ITEM0099,LOC005,Adjustment,-1
ILE00011235,2024-07-01,ITEM0100,LOC005,Purchase Receipt,42
ILE00011236,2024-07-01,ITEM0100,LOC005,Sales Shipment,-31
ILE00011237,2024-07-01,ITEM0100,LOC005,Adjustment,3
ILE00011238,2024-07-01,ITEM0001,LOC006,Purchase Receipt,48
ILE00011239,2024-07-01,ITEM0001,LOC006,Sales Shipment,-58
ILE00011240,2024-07-01,ITEM0001,LOC006,Adjustment,-1
ILE00011241,2024-07-01,ITEM0002,LOC006,Purchase Receipt,14
ILE00011242,2024-07-01,ITEM0002,LOC006,Sales Shipment,-62
ILE00011243,2024-07-01,ITEM0002,LOC006,Adjustment,2
ILE00011244,2024-07-01,ITEM0003,LOC006,Purchase Receipt,84
ILE00011245,2024-07-01,ITEM0003,LOC006,Sales Shipment,-30
ILE00011246,2024-07-01,ITEM0004,LOC006,Purchase Receipt,70
ILE00011247,2024-07-01,ITEM0004,LOC006,Sales Shipment,-81
ILE00011248,2024-07-01,ITEM0005,LOC006,Purchase Receipt,78
ILE00011249,2024-07-01,ITEM0005,LOC006,Sales Shipment,-49
ILE00011250,2024-07-01,ITEM0005,LOC006,Adjustment,1
ILE00011251,2024-07-01,ITEM0006,LOC006,Purchase Receipt,99
ILE00011252,2024-07-01,ITEM0006,LOC006,Sales Shipment,-62
ILE00011253,2024-07-01,ITEM0007,LOC006,Purchase Receipt,87
ILE00011254,2024-07-01,ITEM0007,LOC006,Sales Shipment,-55
ILE00011255,2024-07-01,ITEM0007,LOC006,Adjustment,3
ILE00011256,2024-07-01,ITEM0008,LOC006,Purchase Receipt,60
ILE00011257,2024-07-01,ITEM0008,LOC006,Sales Shipment,-53
ILE00011258,2024-07-01,ITEM0008,LOC006,Adjustment,2
ILE00011259,2024-07-01,ITEM0009,LOC006,Purchase Receipt,93
ILE00011260,2024-07-01,ITEM0009,LOC006,Sales Shipment,-49
ILE00011261,2024-07-01,ITEM0009,LOC006,Adjustment,-3
ILE00011262,2024-07-01,ITEM0010,LOC006,Purchase Receipt,65
ILE00011263,2024-07-01,ITEM0010,LOC006,Sales Shipment,-59
ILE00011264,2024-07-01,ITEM0010,LOC006,Adjustment,3
ILE00011265,2024-07-01,ITEM0011,LOC006,Purchase Receipt,65
ILE00011266,2024-07-01,ITEM0011,LOC006,Sales Shipment,-53
ILE00011267,2024-07-01,ITEM0011,LOC006,Adjustment,-3
ILE00011268,2024-07-01,ITEM0012,LOC006,Purchase Receipt,47
ILE00011269,2024-07-01,ITEM0012,LOC006,Sales Shipment,-42
ILE00011270,2024-07-01,ITEM0013,LOC006,Purchase Receipt,97
ILE00011271,2024-07-01,ITEM0013,LOC006,Sales Shipment,-75
ILE00011272,2024-07-01,ITEM0013,LOC006,Adjustment,1
ILE00011273,2024-07-01,ITEM0014,LOC006,Purchase Receipt,97
ILE00011274,2024-07-01,ITEM0014,LOC006,Sales Shipment,-49
ILE00011275,2024-07-01,ITEM0014,LOC006,Adjustment,3
ILE00011276,2024-07-01,ITEM0015,LOC006,Purchase Receipt,72
ILE00011277,2024-07-01,ITEM0015,LOC006,Sales Shipment,-43
ILE00011278,2024-07-01,ITEM0015,LOC006,Adjustment,1
ILE00011279,2024-07-01,ITEM0016,LOC006,Purchase Receipt,57
ILE00011280,2024-07-01,ITEM0016,LOC006,Sales Shipment,-37
ILE00011281,2024-07-01,ITEM0017,LOC006,Purchase Receipt,101
ILE00011282,2024-07-01,ITEM0017,LOC006,Sales Shipment,-41
ILE00011283,2024-07-01,ITEM0017,LOC006,Adjustment,2
ILE00011284,2024-07-01,ITEM0018,LOC006,Purchase Receipt,56
ILE00011285,2024-07-01,ITEM0018,LOC006,Sales Shipment,-47
ILE00011286,2024-07-01,ITEM0019,LOC006,Purchase Receipt,67
ILE00011287,2024-07-01,ITEM0019,LOC006,Sales Shipment,-107
ILE00011288,2024-07-01,ITEM0019,LOC006,Adjustment,-1
ILE00011289,2024-07-01,ITEM0020,LOC006,Purchase Receipt,56
ILE00011290,2024-07-01,ITEM0020,LOC006,Sales Shipment,-62
ILE00011291,2024-07-01,ITEM0021,LOC006,Purchase Receipt,63
ILE00011292,2024-07-01,ITEM0021,LOC006,Sales Shipment,-36
ILE00011293,2024-07-01,ITEM0021,LOC006,Adjustment,-2
ILE00011294,2024-07-01,ITEM0022,LOC006,Purchase Receipt,51
ILE00011295,2024-07-01,ITEM0022,LOC006,Sales Shipment,-56
ILE00011296,2024-07-01,ITEM0022,LOC006,Adjustment,2
ILE00011297,2024-07-01,ITEM0023,LOC006,Purchase Receipt,36
ILE00011298,2024-07-01,ITEM0023,LOC006,Sales Shipment,-34
ILE00011299,2024-07-01,ITEM0023,LOC006,Adjustment,-1
ILE00011300,2024-07-01,ITEM0024,LOC006,Purchase Receipt,91
ILE00011301,2024-07-01,ITEM0024,LOC006,Sales Shipment,-50
ILE00011302,2024-07-01,ITEM0024,LOC006,Adjustment,-1
ILE00011303,2024-07-01,ITEM0025,LOC006,Purchase Receipt,56
ILE00011304,2024-07-01,ITEM0025,LOC006,Sales Shipment,-51
ILE00011305,2024-07-01,ITEM0025,LOC006,Adjustment,-1
ILE00011306,2024-07-01,ITEM0026,LOC006,Purchase Receipt,54
ILE00011307,2024-07-01,ITEM0026,LOC006,Sales Shipment,-75
ILE00011308,2024-07-01,ITEM0026,LOC006,Adjustment,-3
ILE00011309,2024-07-01,ITEM0027,LOC006,Purchase Receipt,49
ILE00011310,2024-07-01,ITEM0027,LOC006,Sales Shipment,-40
ILE00011311,2024-07-01,ITEM0027,LOC006,Adjustment,3
ILE00011312,2024-07-01,ITEM0028,LOC006,Purchase Receipt,44
ILE00011313,2024-07-01,ITEM0028,LOC006,Sales Shipment,-26
ILE00011314,2024-07-01,ITEM0028,LOC006,Adjustment,-3
ILE00011315,2024-07-01,ITEM0029,LOC006,Purchase Receipt,76
ILE00011316,2024-07-01,ITEM0029,LOC006,Sales Shipment,-49
ILE00011317,2024-07-01,ITEM0029,LOC006,Adjustment,3
ILE00011318,2024-07-01,ITEM0030,LOC006,Purchase Receipt,37
ILE00011319,2024-07-01,ITEM0030,LOC006,Sales Shipment,-56
ILE00011320,2024-07-01,ITEM0030,LOC006,Adjustment,-1
ILE00011321,2024-07-01,ITEM0031,LOC006,Purchase Receipt,84
ILE00011322,2024-07-01,ITEM0031,LOC006,Sales Shipment,-19
ILE00011323,2024-07-01,ITEM0032,LOC006,Purchase Receipt,76
ILE00011324,2024-07-01,ITEM0032,LOC006,Sales Shipment,-34
ILE00011325,2024-07-01,ITEM0033,LOC006,Purchase Receipt,36
ILE00011326,2024-07-01,ITEM0033,LOC006,Sales Shipment,-46
ILE00011327,2024-07-01,ITEM0033,LOC006,Adjustment,3
ILE00011328,2024-07-01,ITEM0034,LOC006,Purchase Receipt,76
ILE00011329,2024-07-01,ITEM0034,LOC006,Sales Shipment,-54
ILE00011330,2024-07-01,ITEM0035,LOC006,Purchase Receipt,87
ILE00011331,2024-07-01,ITEM0035,LOC006,Sales Shipment,-52
ILE00011332,2024-07-01,ITEM0035,LOC006,Adjustment,1
ILE00011333,2024-07-01,ITEM0036,LOC006,Purchase Receipt,42
ILE00011334,2024-07-01,ITEM0036,LOC006,Sales Shipment,-56
ILE00011335,2024-07-01,ITEM0037,LOC006,Purchase Receipt,72
ILE00011336,2024-07-01,ITEM0037,LOC006,Sales Shipment,-50
ILE00011337,2024-07-01,ITEM0037,LOC006,Adjustment,3
ILE00011338,2024-07-01,ITEM0038,LOC006,Purchase Receipt,61
ILE00011339,2024-07-01,ITEM0038,LOC006,Sales Shipment,-43
ILE00011340,2024-07-01,ITEM0038,LOC006,Adjustment,-2
ILE00011341,2024-07-01,ITEM0039,LOC006,Purchase Receipt,95
ILE00011342,2024-07-01,ITEM0039,LOC006,Sales Shipment,-41
ILE00011343,2024-07-01,ITEM0039,LOC006,Adjustment,-1
ILE00011344,2024-07-01,ITEM0040,LOC006,Purchase Receipt,80
ILE00011345,2024-07-01,ITEM0040,LOC006,Sales Shipment,-60
ILE00011346,2024-07-01,ITEM0040,LOC006,Adjustment,-3
ILE00011347,2024-07-01,ITEM0041,LOC006,Purchase Receipt,46
ILE00011348,2024-07-01,ITEM0041,LOC006,Sales Shipment,-41
ILE00011349,2024-07-01,ITEM0041,LOC006,Adjustment,3
ILE00011350,2024-07-01,ITEM0042,LOC006,Purchase Receipt,52
ILE00011351,2024-07-01,ITEM0042,LOC006,Sales Shipment,-27
ILE00011352,2024-07-01,ITEM0042,LOC006,Adjustment,-2
ILE00011353,2024-07-01,ITEM0043,LOC006,Purchase Receipt,48
ILE00011354,2024-07-01,ITEM0043,LOC006,Sales Shipment,-22
ILE00011355,2024-07-01,ITEM0043,LOC006,Adjustment,3
ILE00011356,2024-07-01,ITEM0044,LOC006,Purchase Receipt,89
ILE00011357,2024-07-01,ITEM0044,LOC006,Sales Shipment,-39
ILE00011358,2024-07-01,ITEM0045,LOC006,Purchase Receipt,58
ILE00011359,2024-07-01,ITEM0045,LOC006,Sales Shipment,-34
ILE00011360,2024-07-01,ITEM0045,LOC006,Adjustment,-2
ILE00011361,2024-07-01,ITEM0046,LOC006,Purchase Receipt,33
ILE00011362,2024-07-01,ITEM0046,LOC006,Sales Shipment,-53
ILE00011363,2024-07-01,ITEM0046,LOC006,Adjustment,3
ILE00011364,2024-07-01,ITEM0047,LOC006,Purchase Receipt,59
ILE00011365,2024-07-01,ITEM0047,LOC006,Sales Shipment,-60
ILE00011366,2024-07-01,ITEM0047,LOC006,Adjustment,-3
ILE00011367,2024-07-01,ITEM0048,LOC006,Purchase Receipt,52
ILE00011368,2024-07-01,ITEM0048,LOC006,Sales Shipment,-31
ILE00011369,2024-07-01,ITEM0048,LOC006,Adjustment,3
ILE00011370,2024-07-01,ITEM0049,LOC006,Purchase Receipt,11
ILE00011371,2024-07-01,ITEM0049,LOC006,Sales Shipment,-48
ILE00011372,2024-07-01,ITEM0049,LOC006,Adjustment,-2
ILE00011373,2024-07-01,ITEM0050,LOC006,Purchase Receipt,87
ILE00011374,2024-07-01,ITEM0050,LOC006,Sales Shipment,-65
ILE00011375,2024-07-01,ITEM0050,LOC006,Adjustment,3
ILE00011376,2024-07-01,ITEM0051,LOC006,Purchase Receipt,88
ILE00011377,2024-07-01,ITEM0051,LOC006,Sales Shipment,-59
ILE00011378,2024-07-01,ITEM0051,LOC006,Adjustment,1
ILE00011379,2024-07-01,ITEM0052,LOC006,Purchase Receipt,78
ILE00011380,2024-07-01,ITEM0052,LOC006,Sales Shipment,-58
ILE00011381,2024-07-01,ITEM0052,LOC006,Adjustment,-2
ILE00011382,2024-07-01,ITEM0053,LOC006,Purchase Receipt,100
ILE00011383,2024-07-01,ITEM0053,LOC006,Sales Shipment,-55
ILE00011384,2024-07-01,ITEM0054,LOC006,Purchase Receipt,83
ILE00011385,2024-07-01,ITEM0054,LOC006,Sales Shipment,-74
ILE00011386,2024-07-01,ITEM0055,LOC006,Purchase Receipt,67
ILE00011387,2024-07-01,ITEM0055,LOC006,Sales Shipment,-71
ILE00011388,2024-07-01,ITEM0055,LOC006,Adjustment,2
ILE00011389,2024-07-01,ITEM0056,LOC006,Purchase Receipt,76
ILE00011390,2024-07-01,ITEM0056,LOC006,Sales Shipment,-60
ILE00011391,2024-07-01,ITEM0056,LOC006,Adjustment,3
ILE00011392,2024-07-01,ITEM0057,LOC006,Purchase Receipt,81
ILE00011393,2024-07-01,ITEM0057,LOC006,Sales Shipment,-39
ILE00011394,2024-07-01,ITEM0057,LOC006,Adjustment,-1
ILE00011395,2024-07-01,ITEM0058,LOC006,Purchase Receipt,81
ILE00011396,2024-07-01,ITEM0058,LOC006,Sales Shipment,-50
ILE00011397,2024-07-01,ITEM0059,LOC006,Purchase Receipt,67
ILE00011398,2024-07-01,ITEM0059,LOC006,Sales Shipment,-50
ILE00011399,2024-07-01,ITEM0059,LOC006,Adjustment,-3
ILE00011400,2024-07-01,ITEM0060,LOC006,Purchase Receipt,75
ILE00011401,2024-07-01,ITEM0060,LOC006,Sales Shipment,-43
ILE00011402,2024-07-01,ITEM0061,LOC006,Purchase Receipt,81
ILE00011403,2024-07-01,ITEM0061,LOC006,Sales Shipment,-47
ILE00011404,2024-07-01,ITEM0061,LOC006,Adjustment,-1
ILE00011405,2024-07-01,ITEM0062,LOC006,Purchase Receipt,73
ILE00011406,2024-07-01,ITEM0062,LOC006,Sales Shipment,-58
ILE00011407,2024-07-01,ITEM0062,LOC006,Adjustment,2
ILE00011408,2024-07-01,ITEM0063,LOC006,Purchase Receipt,72
ILE00011409,2024-07-01,ITEM0063,LOC006,Sales Shipment,-44
ILE00011410,2024-07-01,ITEM0063,LOC006,Adjustment,-2
ILE00011411,2024-07-01,ITEM0064,LOC006,Purchase Receipt,84
ILE00011412,2024-07-01,ITEM0064,LOC006,Sales Shipment,-58
ILE00011413,2024-07-01,ITEM0064,LOC006,Adjustment,-1
ILE00011414,2024-07-01,ITEM0065,LOC006,Purchase Receipt,39
ILE00011415,2024-07-01,ITEM0065,LOC006,Sales Shipment,-47
ILE00011416,2024-07-01,ITEM0065,LOC006,Adjustment,-1
ILE00011417,2024-07-01,ITEM0066,LOC006,Purchase Receipt,35
ILE00011418,2024-07-01,ITEM0066,LOC006,Sales Shipment,-36
ILE00011419,2024-07-01,ITEM0066,LOC006,Adjustment,2
ILE00011420,2024-07-01,ITEM0067,LOC006,Purchase Receipt,93
ILE00011421,2024-07-01,ITEM0067,LOC006,Sales Shipment,-52
ILE00011422,2024-07-01,ITEM0068,LOC006,Purchase Receipt,45
ILE00011423,2024-07-01,ITEM0068,LOC006,Sales Shipment,-40
ILE00011424,2024-07-01,ITEM0068,LOC006,Adjustment,3
ILE00011425,2024-07-01,ITEM0069,LOC006,Purchase Receipt,79
ILE00011426,2024-07-01,ITEM0069,LOC006,Sales Shipment,-66
ILE00011427,2024-07-01,ITEM0069,LOC006,Adjustment,2
ILE00011428,2024-07-01,ITEM0070,LOC006,Purchase Receipt,59
ILE00011429,2024-07-01,ITEM0070,LOC006,Sales Shipment,-69
ILE00011430,2024-07-01,ITEM0070,LOC006,Adjustment,-2
ILE00011431,2024-07-01,ITEM0071,LOC006,Purchase Receipt,56
ILE00011432,2024-07-01,ITEM0071,LOC006,Sales Shipment,-71
ILE00011433,2024-07-01,ITEM0071,LOC006,Adjustment,2
ILE00011434,2024-07-01,ITEM0072,LOC006,Purchase Receipt,80
ILE00011435,2024-07-01,ITEM0072,LOC006,Sales Shipment,-45
ILE00011436,2024-07-01,ITEM0072,LOC006,Adjustment,1
ILE00011437,2024-07-01,ITEM0073,LOC006,Purchase Receipt,59
ILE00011438,2024-07-01,ITEM0073,LOC006,Sales Shipment,-71
