sales_order_id,order_date,customer_id,location_id,salesperson_id,sales_channel,document_status,currency_code
SO103455,2024-08-14,CUST0146,LOC006,SP016,E-commerce,Posted,USD
SO103456,2024-08-14,CUST0085,LOC001,SP001,Direct,Posted,USD
SO103457,2024-08-14,CUST0114,LOC006,SP018,E-commerce,Posted,USD
SO103458,2024-08-14,CUST0188,LOC004,SP012,Partner,Posted,USD
SO103459,2024-08-14,CUST0128,LOC001,SP003,Direct,Posted,USD
SO103460,2024-08-14,CUST0185,LOC004,SP011,Direct,Posted,USD
SO103461,2024-08-14,CUST0111,LOC001,SP001,Partner,Posted,USD
SO103462,2024-08-14,CUST0195,LOC005,SP013,Direct,Posted,USD
SO103463,2024-08-15,CUST0026,LOC003,SP009,Direct,Posted,USD
SO103464,2024-08-15,CUST0097,LOC001,SP003,Partner,Posted,USD
SO103465,2024-08-15,CUST0185,LOC005,SP014,E-commerce,Posted,USD
SO103466,2024-08-15,CUST0294,LOC006,SP016,E-commerce,Posted,USD
SO103467,2024-08-15,CUST0057,LOC005,SP013,Direct,Posted,USD
SO103468,2024-08-15,CUST0174,LOC006,SP016,Direct,Posted,USD
SO103469,2024-08-15,CUST0234,LOC001,SP003,E-commerce,Posted,USD
SO103470,2024-08-15,CUST0165,LOC004,SP010,Direct,Posted,USD
SO103471,2024-08-15,CUST0160,LOC001,SP002,Direct,Posted,USD
SO103472,2024-08-15,CUST0057,LOC005,SP015,Direct,Posted,USD
SO103473,2024-08-15,CUST0281,LOC004,SP012,Direct,Posted,USD
SO103474,2024-08-15,CUST0044,LOC005,SP014,E-commerce,Posted,USD
SO103475,2024-08-15,CUST0270,LOC004,SP012,Direct,Posted,USD
SO103476,2024-08-15,CUST0234,LOC001,SP002,Partner,Posted,USD
SO103477,2024-08-15,CUST0299,LOC002,SP005,Direct,Posted,USD
SO103478,2024-08-15,CUST0168,LOC005,SP014,Direct,Posted,USD
SO103479,2024-08-16,CUST0051,LOC006,SP017,Partner,Posted,USD
SO103480,2024-08-16,CUST0010,LOC005,SP014,Direct,Posted,USD
SO103481,2024-08-16,CUST0018,LOC005,SP014,Partner,Posted,USD
SO103482,2024-08-16,CUST0292,LOC004,SP012,E-commerce,Posted,USD
SO103483,2024-08-16,CUST0062,LOC005,SP014,Direct,Posted,USD
SO103484,2024-08-16,CUST0174,LOC003,SP007,E-commerce,Posted,USD
SO103485,2024-08-16,CUST0087,LOC002,SP006,Direct,Posted,USD
SO103486,2024-08-16,CUST0111,LOC001,SP002,Partner,Posted,USD
SO103487,2024-08-16,CUST0028,LOC004,SP012,Partner,Posted,USD
SO103488,2024-08-16,CUST0266,LOC006,SP016,Direct,Posted,USD
SO103489,2024-08-16,CUST0061,LOC004,SP012,Direct,Posted,USD
SO103490,2024-08-16,CUST0010,LOC001,SP002,Partner,Posted,USD
SO103491,2024-08-16,CUST0160,LOC004,SP012,Partner,Posted,USD
SO103492,2024-08-16,CUST0172,LOC002,SP006,Partner,Posted,USD
SO103493,2024-08-16,CUST0272,LOC001,SP002,Direct,Posted,USD
SO103494,2024-08-16,CUST0181,LOC002,SP005,Partner,Posted,USD
SO103495,2024-08-16,CUST0126,LOC001,SP002,Direct,Posted,USD
SO103496,2024-08-16,CUST0051,LOC006,SP018,E-commerce,Posted,USD
SO103497,2024-08-16,CUST0024,LOC001,SP002,Partner,Posted,USD
SO103498,2024-08-16,CUST0232,LOC005,SP013,Direct,Posted,USD
SO103499,2024-08-16,CUST0082,LOC001,SP002,Direct,Posted,USD
SO103500,2024-08-16,CUST0129,LOC003,SP007,E-commerce,Posted,USD
SO103501,2024-08-16,CUST0148,LOC002,SP006,E-commerce,Posted,USD
SO103502,2024-08-16,CUST0241,LOC001,SP002,Direct,Posted,USD
SO103503,2024-08-16,CUST0149,LOC003,SP007,E-commerce,Posted,USD
SO103504,2024-08-16,CUST0257,LOC002,SP005,Direct,Posted,USD
SO103505,2024-08-16,CUST0290,LOC003,SP009,Partner,Posted,USD
SO103506,2024-08-16,CUST0176,LOC002,SP006,Direct,Posted,USD
SO103507,2024-08-17,CUST0062,LOC005,SP013,Direct,Posted,USD
SO103508,2024-08-17,CUST0021,LOC002,SP004,Partner,Posted,USD
SO103509,2024-08-17,CUST0225,LOC001,SP003,E-commerce,Posted,USD
SO103510,2024-08-17,CUST0095,LOC001,SP001,E-commerce,Posted,USD
SO103511,2024-08-17,CUST0071,LOC001,SP002,E-commerce,Posted,USD
SO103512,2024-08-17,CUST0214,LOC004,SP010,E-commerce,Posted,USD
SO103513,2024-08-17,CUST0248,LOC003,SP009,Direct,Posted,USD
SO103514,2024-08-17,CUST0216,LOC001,SP002,E-commerce,Posted,USD
SO103515,2024-08-18,CUST0172,LOC004,SP011,Direct,Posted,USD
SO103516,2024-08-18,CUST0299,LOC002,SP006,E-commerce,Posted,USD
SO103517,2024-08-18,CUST0039,LOC006,SP016,E-commerce,Posted,USD
SO103518,2024-08-18,CUST0006,LOC005,SP013,Direct,Posted,USD
SO103519,2024-08-18,CUST0004,LOC006,SP017,Partner,Posted,USD
SO103520,2024-08-18,CUST0087,LOC001,SP002,Direct,Posted,USD
SO103521,2024-08-18,CUST0246,LOC003,SP007,Direct,Posted,USD
SO103522,2024-08-19,CUST0074,LOC006,SP018,E-commerce,Posted,USD
SO103523,2024-08-19,CUST0277,LOC001,SP003,E-commerce,Posted,USD
SO103524,2024-08-19,CUST0088,LOC003,SP009,Partner,Posted,USD
SO103525,2024-08-19,CUST0273,LOC002,SP006,E-commerce,Posted,USD
SO103526,2024-08-19,CUST0177,LOC001,SP001,Direct,Posted,USD
SO103527,2024-08-19,CUST0300,LOC005,SP015,E-commerce,Posted,USD
SO103528,2024-08-19,CUST0293,LOC005,SP014,E-commerce,Posted,USD
SO103529,2024-08-19,CUST0216,LOC005,SP014,Direct,Posted,USD
SO103530,2024-08-19,CUST0003,LOC004,SP012,Direct,Posted,USD
SO103531,2024-08-19,CUST0004,LOC005,SP014,E-commerce,Posted,USD
SO103532,2024-08-19,CUST0263,LOC004,SP012,E-commerce,Posted,USD
SO103533,2024-08-19,CUST0282,LOC004,SP012,Direct,Posted,USD
SO103534,2024-08-20,CUST0132,LOC004,SP010,E-commerce,Posted,USD
SO103535,2024-08-20,CUST0084,LOC003,SP008,E-commerce,Posted,USD
SO103536,2024-08-20,CUST0037,LOC006,SP017,Direct,Posted,USD
SO103537,2024-08-20,CUST0279,LOC005,SP013,E-commerce,Posted,USD
SO103538,2024-08-20,CUST0050,LOC006,SP016,E-commerce,Posted,USD
SO103539,2024-08-20,CUST0134,LOC004,SP012,E-commerce,Posted,USD
SO103540,2024-08-20,CUST0176,LOC005,SP015,Direct,Posted,USD
SO103541,2024-08-20,CUST0043,LOC001,SP003,Partner,Posted,USD
SO103542,2024-08-20,CUST0126,LOC003,SP008,E-commerce,Posted,USD
SO103543,2024-08-20,CUST0194,LOC001,SP002,E-commerce,Posted,USD
SO103544,2024-08-20,CUST0268,LOC003,SP009,E-commerce,Posted,USD
SO103545,2024-08-20,CUST0105,LOC002,SP006,Direct,Posted,USD
SO103546,2024-08-20,CUST0265,LOC001,SP002,Direct,Posted,USD
SO103547,2024-08-20,CUST0264,LOC002,SP005,E-commerce,Posted,USD
SO103548,2024-08-20,CUST0199,LOC005,SP013,Direct,Posted,USD
SO103549,2024-08-20,CUST0219,LOC005,SP013,E-commerce,Posted,USD
SO103550,2024-08-20,CUST0210,LOC005,SP015,Direct,Posted,USD
SO103551,2024-08-20,CUST0147,LOC002,SP006,E-commerce,Posted,USD
SO103552,2024-08-21,CUST0297,LOC006,SP018,Direct,Posted,USD
SO103553,2024-08-21,CUST0033,LOC006,SP016,Direct,Posted,USD
SO103554,2024-08-21,CUST0025,LOC006,SP017,Direct,Posted,USD
SO103555,2024-08-21,CUST0140,LOC002,SP005,Direct,Posted,USD
SO103556,2024-08-21,CUST0178,LOC002,SP004,E-commerce,Posted,USD
SO103557,2024-08-21,CUST0050,LOC006,SP016,E-commerce,Posted,USD
SO103558,2024-08-21,CUST0070,LOC006,SP018,Partner,Posted,USD
SO103559,2024-08-21,CUST0026,LOC004,SP012,E-commerce,Posted,USD
SO103560,2024-08-21,CUST0012,LOC003,SP008,E-commerce,Posted,USD
SO103561,2024-08-21,CUST0080,LOC006,SP018,Direct,Posted,USD
SO103562,2024-08-21,CUST0050,LOC005,SP013,E-commerce,Posted,USD
SO103563,2024-08-21,CUST0195,LOC003,SP008,E-commerce,Posted,USD
SO103564,2024-08-21,CUST0063,LOC003,SP009,Direct,Posted,USD
SO103565,2024-08-21,CUST0216,LOC001,SP002,Partner,Posted,USD
SO103566,2024-08-21,CUST0290,LOC005,SP013,E-commerce,Posted,USD
SO103567,2024-08-21,CUST0040,LOC006,SP018,E-commerce,Posted,USD
SO103568,2024-08-21,CUST0071,LOC004,SP012,Direct,Posted,USD
SO103569,2024-08-21,CUST0200,LOC001,SP003,E-commerce,Posted,USD
SO103570,2024-08-21,CUST0211,LOC006,SP018,Direct,Posted,USD
SO103571,2024-08-22,CUST0183,LOC005,SP013,Direct,Posted,USD
SO103572,2024-08-22,CUST0133,LOC005,SP014,Direct,Posted,USD
SO103573,2024-08-22,CUST0099,LOC004,SP012,Direct,Posted,USD
SO103574,2024-08-22,CUST0229,LOC001,SP003,Direct,Posted,USD
SO103575,2024-08-22,CUST0152,LOC001,SP002,Direct,Posted,USD
SO103576,2024-08-22,CUST0213,LOC001,SP001,Partner,Posted,USD
SO103577,2024-08-22,CUST0260,LOC006,SP016,E-commerce,Posted,USD
SO103578,2024-08-22,CUST0149,LOC003,SP009,Direct,Posted,USD
SO103579,2024-08-22,CUST0030,LOC001,SP003,Partner,Posted,USD
SO103580,2024-08-22,CUST0230,LOC005,SP014,E-commerce,Posted,USD
SO103581,2024-08-22,CUST0016,LOC002,SP006,E-commerce,Posted,USD
SO103582,2024-08-22,CUST0194,LOC001,SP002,E-commerce,Posted,USD
SO103583,2024-08-22,CUST0007,LOC003,SP007,Direct,Posted,USD
SO103584,2024-08-22,CUST0013,LOC006,SP016,Direct,Posted,USD
SO103585,2024-08-22,CUST0109,LOC001,SP003,Partner,Posted,USD
SO103586,2024-08-23,CUST0215,LOC002,SP004,Direct,Posted,USD
SO103587,2024-08-23,CUST0285,LOC004,SP012,Partner,Posted,USD
SO103588,2024-08-23,CUST0176,LOC003,SP008,Partner,Posted,USD
SO103589,2024-08-23,CUST0164,LOC001,SP003,Partner,Posted,USD
SO103590,2024-08-23,CUST0041,LOC006,SP017,Direct,Posted,USD
SO103591,2024-08-23,CUST0033,LOC004,SP012,E-commerce,Posted,USD
SO103592,2024-08-23,CUST0035,LOC005,SP015,E-commerce,Posted,USD
SO103593,2024-08-23,CUST0278,LOC006,SP017,Direct,Posted,USD
SO103594,2024-08-23,CUST0277,LOC001,SP003,Partner,Posted,USD
SO103595,2024-08-23,CUST0026,LOC001,SP003,Direct,Posted,USD
SO103596,2024-08-23,CUST0290,LOC003,SP007,Direct,Posted,USD
SO103597,2024-08-23,CUST0221,LOC004,SP010,Direct,Posted,USD
SO103598,2024-08-23,CUST0199,LOC005,SP015,E-commerce,Posted,USD
SO103599,2024-08-23,CUST0283,LOC002,SP006,Direct,Posted,USD
SO103600,2024-08-23,CUST0109,LOC004,SP012,Direct,Posted,USD
SO103601,2024-08-23,CUST0090,LOC005,SP013,Partner,Posted,USD
SO103602,2024-08-23,CUST0140,LOC005,SP013,E-commerce,Posted,USD
SO103603,2024-08-23,CUST0212,LOC002,SP004,E-commerce,Posted,USD
SO103604,2024-08-23,CUST0218,LOC005,SP013,E-commerce,Posted,USD
SO103605,2024-08-23,CUST0268,LOC004,SP010,Direct,Posted,USD
SO103606,2024-08-23,CUST0009,LOC002,SP006,E-commerce,Posted,USD
SO103607,2024-08-23,CUST0035,LOC004,SP012,E-commerce,Posted,USD
SO103608,2024-08-23,CUST0166,LOC003,SP007,Direct,Posted,USD
SO103609,2024-08-23,CUST0106,LOC001,SP001,Direct,Posted,USD
SO103610,2024-08-23,CUST0074,LOC002,SP006,Partner,Posted,USD
SO103611,2024-08-23,CUST0294,LOC006,SP017,E-commerce,Posted,USD
SO103612,2024-08-23,CUST0287,LOC004,SP011,E-commerce,Posted,USD
SO103613,2024-08-24,CUST0117,LOC002,SP006,Direct,Posted,USD
SO103614,2024-08-24,CUST0193,LOC001,SP003,E-commerce,Posted,USD
SO103615,2024-08-24,CUST0123,LOC003,SP008,E-commerce,Posted,USD
SO103616,2024-08-24,CUST0006,LOC002,SP006,Direct,Posted,USD
SO103617,2024-08-24,CUST0218,LOC003,SP008,Direct,Posted,USD
SO103618,2024-08-24,CUST0055,LOC002,SP006,E-commerce,Posted,USD
SO103619,2024-08-24,CUST0285,LOC003,SP009,Direct,Posted,USD
SO103620,2024-08-24,CUST0177,LOC001,SP001,E-commerce,Posted,USD
SO103621,2024-08-24,CUST0076,LOC001,SP002,Direct,Posted,USD
SO103622,2024-08-24,CUST0058,LOC001,SP001,E-commerce,Posted,USD
SO103623,2024-08-24,CUST0012,LOC005,SP015,Direct,Posted,USD
SO103624,2024-08-25,CUST0212,LOC003,SP007,Direct,Posted,USD
SO103625,2024-08-25,CUST0056,LOC003,SP008,Partner,Posted,USD
SO103626,2024-08-25,CUST0018,LOC005,SP014,Direct,Posted,USD
SO103627,2024-08-25,CUST0013,LOC002,SP004,Direct,Posted,USD
SO103628,2024-08-25,CUST0280,LOC003,SP009,Partner,Posted,USD
SO103629,2024-08-25,CUST0218,LOC001,SP001,Direct,Posted,USD
SO103630,2024-08-25,CUST0180,LOC003,SP009,E-commerce,Posted,USD
SO103631,2024-08-25,CUST0065,LOC005,SP013,E-commerce,Posted,USD
SO103632,2024-08-25,CUST0150,LOC005,SP013,Direct,Posted,USD
SO103633,2024-08-26,CUST0261,LOC006,SP018,Direct,Posted,USD
SO103634,2024-08-26,CUST0198,LOC003,SP009,E-commerce,Posted,USD
SO103635,2024-08-26,CUST0099,LOC005,SP015,Direct,Posted,USD
SO103636,2024-08-26,CUST0240,LOC001,SP002,Direct,Posted,USD
SO103637,2024-08-26,CUST0038,LOC004,SP010,E-commerce,Posted,USD
SO103638,2024-08-26,CUST0234,LOC006,SP016,Partner,Posted,USD
SO103639,2024-08-26,CUST0088,LOC002,SP004,Direct,Posted,USD
SO103640,2024-08-26,CUST0167,LOC004,SP012,E-commerce,Posted,USD
SO103641,2024-08-26,CUST0212,LOC005,SP013,Direct,Posted,USD
SO103642,2024-08-26,CUST0201,LOC003,SP009,Direct,Posted,USD
SO103643,2024-08-26,CUST0114,LOC003,SP009,E-commerce,Posted,USD
SO103644,2024-08-26,CUST0052,LOC004,SP012,Direct,Posted,USD
SO103645,2024-08-26,CUST0112,LOC003,SP009,Direct,Posted,USD
SO103646,2024-08-26,CUST0078,LOC003,SP009,Direct,Posted,USD
SO103647,2024-08-26,CUST0211,LOC001,SP003,Direct,Posted,USD
SO103648,2024-08-26,CUST0277,LOC006,SP018,Direct,Posted,USD
SO103649,2024-08-26,CUST0048,LOC004,SP012,Partner,Posted,USD
SO103650,2024-08-26,CUST0039,LOC003,SP007,E-commerce,Posted,USD
SO103651,2024-08-26,CUST0261,LOC004,SP011,Direct,Posted,USD
SO103652,2024-08-26,CUST0006,LOC001,SP003,Direct,Posted,USD
SO103653,2024-08-26,CUST0172,LOC002,SP005,E-commerce,Posted,USD
SO103654,2024-08-26,CUST0129,LOC003,SP007,E-commerce,Posted,USD
SO103655,2024-08-26,CUST0285,LOC004,SP010,Direct,Posted,USD
SO103656,2024-08-26,CUST0032,LOC004,SP010,Partner,Posted,USD
SO103657,2024-08-27,CUST0247,LOC005,SP014,Direct,Posted,USD
SO103658,2024-08-27,CUST0255,LOC003,SP008,E-commerce,Posted,USD
SO103659,2024-08-27,CUST0029,LOC003,SP007,Direct,Posted,USD
SO103660,2024-08-27,CUST0248,LOC001,SP003,E-commerce,Posted,USD
SO103661,2024-08-27,CUST0111,LOC001,SP001,E-commerce,Posted,USD
SO103662,2024-08-27,CUST0208,LOC004,SP010,Partner,Posted,USD
SO103663,2024-08-27,CUST0127,LOC005,SP014,Partner,Posted,USD
SO103664,2024-08-27,CUST0003,LOC004,SP011,Direct,Posted,USD
SO103665,2024-08-27,CUST0127,LOC005,SP014,Partner,Posted,USD
SO103666,2024-08-27,CUST0013,LOC005,SP015,E-commerce,Posted,USD
SO103667,2024-08-27,CUST0259,LOC004,SP010,Direct,Posted,USD
SO103668,2024-08-27,CUST0240,LOC001,SP003,Partner,Posted,USD
SO103669,2024-08-27,CUST0207,LOC001,SP002,Direct,Posted,USD
SO103670,2024-08-27,CUST0043,LOC003,SP009,Direct,Posted,USD
SO103671,2024-08-27,CUST0051,LOC001,SP001,E-commerce,Posted,USD
SO103672,2024-08-27,CUST0093,LOC003,SP008,E-commerce,Posted,USD
SO103673,2024-08-27,CUST0035,LOC005,SP013,Partner,Posted,USD
SO103674,2024-08-27,CUST0020,LOC003,SP009,Partner,Posted,USD
SO103675,2024-08-28,CUST0018,LOC004,SP011,E-commerce,Posted,USD
SO103676,2024-08-28,CUST0154,LOC003,SP007,Direct,Posted,USD
SO103677,2024-08-28,CUST0052,LOC004,SP012,Direct,Posted,USD
SO103678,2024-08-28,CUST0067,LOC003,SP007,Direct,Posted,USD
SO103679,2024-08-28,CUST0263,LOC005,SP014,Direct,Posted,USD
SO103680,2024-08-28,CUST0088,LOC005,SP014,Direct,Posted,USD
SO103681,2024-08-28,CUST0110,LOC004,SP010,Direct,Posted,USD
SO103682,2024-08-28,CUST0068,LOC005,SP015,Direct,Posted,USD
SO103683,2024-08-28,CUST0187,LOC003,SP009,E-commerce,Posted,USD
SO103684,2024-08-28,CUST0058,LOC004,SP010,E-commerce,Posted,USD
SO103685,2024-08-28,CUST0118,LOC006,SP018,Direct,Posted,USD
SO103686,2024-08-28,CUST0144,LOC001,SP001,E-commerce,Posted,USD
SO103687,2024-08-28,CUST0065,LOC006,SP016,Direct,Posted,USD
SO103688,2024-08-28,CUST0203,LOC001,SP002,Partner,Posted,USD
SO103689,2024-08-28,CUST0068,LOC001,SP002,Direct,Posted,USD
SO103690,2024-08-28,CUST0089,LOC003,SP008,Partner,Posted,USD
SO103691,2024-08-28,CUST0064,LOC004,SP012,Direct,Posted,USD
SO103692,2024-08-28,CUST0064,LOC005,SP013,E-commerce,Posted,USD
SO103693,2024-08-28,CUST0250,LOC001,SP002,Direct,Posted,USD
SO103694,2024-08-28,CUST0009,LOC001,SP002,Direct,Posted,USD
SO103695,2024-08-28,CUST0243,LOC002,SP005,Direct,Posted,USD
SO103696,2024-08-29,CUST0290,LOC005,SP014,E-commerce,Posted,USD
SO103697,2024-08-29,CUST0035,LOC002,SP006,Direct,Posted,USD
SO103698,2024-08-29,CUST0025,LOC006,SP016,Direct,Posted,USD
SO103699,2024-08-29,CUST0109,LOC001,SP003,Direct,Posted,USD
SO103700,2024-08-29,CUST0106,LOC005,SP015,Direct,Posted,USD
SO103701,2024-08-29,CUST0071,LOC005,SP015,Direct,Posted,USD
SO103702,2024-08-29,CUST0287,LOC004,SP011,Partner,Posted,USD
SO103703,2024-08-29,CUST0009,LOC003,SP008,Direct,Posted,USD
SO103704,2024-08-29,CUST0081,LOC003,SP007,Direct,Posted,USD
SO103705,2024-08-29,CUST0109,LOC003,SP008,E-commerce,Posted,USD
SO103706,2024-08-29,CUST0294,LOC002,SP006,Partner,Posted,USD
SO103707,2024-08-29,CUST0275,LOC001,SP002,Partner,Posted,USD
SO103708,2024-08-29,CUST0294,LOC003,SP007,Direct,Posted,USD
SO103709,2024-08-29,CUST0055,LOC002,SP006,E-commerce,Posted,USD
SO103710,2024-08-29,CUST0014,LOC004,SP010,Direct,Posted,USD
SO103711,2024-08-29,CUST0103,LOC001,SP001,Partner,Posted,USD
SO103712,2024-08-29,CUST0278,LOC001,SP001,Direct,Posted,USD
SO103713,2024-08-29,CUST0219,LOC003,SP007,Direct,Posted,USD
SO103714,2024-08-29,CUST0298,LOC006,SP017,E-commerce,Posted,USD
SO103715,2024-08-29,CUST0087,LOC002,SP005,E-commerce,Posted,USD
SO103716,2024-08-29,CUST0236,LOC002,SP004,Direct,Posted,USD
SO103717,2024-08-29,CUST0060,LOC006,SP016,Direct,Posted,USD
SO103718,2024-08-29,CUST0269,LOC002,SP006,Partner,Posted,USD
SO103719,2024-08-29,CUST0168,LOC005,SP013,Partner,Posted,USD
SO103720,2024-08-29,CUST0252,LOC002,SP004,E-commerce,Posted,USD
SO103721,2024-08-29,CUST0156,LOC006,SP016,E-commerce,Posted,USD
SO103722,2024-08-29,CUST0251,LOC002,SP006,Direct,Posted,USD
SO103723,2024-08-29,CUST0243,LOC002,SP004,Partner,Posted,USD
SO103724,2024-08-29,CUST0125,LOC006,SP016,Partner,Posted,USD
SO103725,2024-08-29,CUST0093,LOC001,SP001,Direct,Posted,USD
SO103726,2024-08-30,CUST0058,LOC002,SP006,E-commerce,Posted,USD
SO103727,2024-08-30,CUST0188,LOC005,SP014,Direct,Posted,USD
SO103728,2024-08-30,CUST0082,LOC002,SP006,Direct,Posted,USD
SO103729,2024-08-30,CUST0069,LOC005,SP014,E-commerce,Posted,USD
SO103730,2024-08-30,CUST0201,LOC001,SP002,E-commerce,Posted,USD
SO103731,2024-08-30,CUST0016,LOC001,SP003,Direct,Posted,USD
SO103732,2024-08-30,CUST0082,LOC003,SP009,Direct,Posted,USD
SO103733,2024-08-30,CUST0045,LOC004,SP011,Direct,Posted,USD
SO103734,2024-08-30,CUST0216,LOC005,SP013,E-commerce,Posted,USD
SO103735,2024-08-30,CUST0277,LOC005,SP015,E-commerce,Posted,USD
SO103736,2024-08-30,CUST0298,LOC004,SP010,Partner,Posted,USD
SO103737,2024-08-30,CUST0162,LOC005,SP015,E-commerce,Posted,USD
SO103738,2024-08-30,CUST0051,LOC002,SP004,Partner,Posted,USD
SO103739,2024-08-30,CUST0002,LOC004,SP011,Partner,Posted,USD
SO103740,2024-08-30,CUST0152,LOC002,SP005,Partner,Posted,USD
SO103741,2024-08-30,CUST0079,LOC006,SP016,E-commerce,Posted,USD
SO103742,2024-08-30,CUST0073,LOC004,SP012,Direct,Posted,USD
SO103743,2024-08-30,CUST0243,LOC001,SP002,Direct,Posted,USD
SO103744,2024-08-30,CUST0037,LOC004,SP011,Partner,Posted,USD
SO103745,2024-08-30,CUST0274,LOC002,SP004,Direct,Posted,USD
SO103746,2024-08-30,CUST0105,LOC002,SP004,Direct,Posted,USD
SO103747,2024-08-30,CUST0002,LOC002,SP005,Direct,Posted,USD
SO103748,2024-08-31,CUST0270,LOC004,SP012,Direct,Posted,USD
SO103749,2024-08-31,CUST0027,LOC003,SP008,Direct,Posted,USD
SO103750,2024-08-31,CUST0170,LOC004,SP010,Partner,Posted,USD
SO103751,2024-08-31,CUST0284,LOC001,SP002,Direct,Posted,USD
SO103752,2024-08-31,CUST0070,LOC004,SP011,Direct,Posted,USD
SO103753,2024-08-31,CUST0159,LOC003,SP007,Direct,Posted,USD
SO103754,2024-08-31,CUST0037,LOC001,SP001,Direct,Posted,USD
SO103755,2024-08-31,CUST0139,LOC005,SP013,Partner,Posted,USD
SO103756,2024-08-31,CUST0216,LOC001,SP001,Direct,Posted,USD
SO103757,2024-08-31,CUST0075,LOC005,SP013,E-commerce,Posted,USD
SO103758,2024-08-31,CUST0108,LOC003,SP008,Partner,Posted,USD
SO103759,2024-08-31,CUST0106,LOC001,SP003,Partner,Posted,USD
SO103760,2024-08-31,CUST0082,LOC003,SP008,Partner,Posted,USD
SO103761,2024-09-01,CUST0152,LOC003,SP009,Direct,Posted,USD
SO103762,2024-09-01,CUST0284,LOC005,SP014,Direct,Posted,USD
SO103763,2024-09-01,CUST0209,LOC001,SP001,E-commerce,Posted,USD
SO103764,2024-09-01,CUST0123,LOC002,SP006,Direct,Posted,USD
SO103765,2024-09-01,CUST0092,LOC001,SP002,Partner,Posted,USD
SO103766,2024-09-01,CUST0119,LOC006,SP016,Direct,Posted,USD
SO103767,2024-09-01,CUST0181,LOC005,SP015,Direct,Posted,USD
SO103768,2024-09-02,CUST0121,LOC006,SP018,Direct,Posted,USD
SO103769,2024-09-02,CUST0187,LOC004,SP012,Partner,Posted,USD
SO103770,2024-09-02,CUST0183,LOC004,SP012,E-commerce,Posted,USD
SO103771,2024-09-02,CUST0072,LOC001,SP001,Partner,Posted,USD
SO103772,2024-09-02,CUST0157,LOC001,SP002,Direct,Posted,USD
SO103773,2024-09-02,CUST0089,LOC004,SP011,Partner,Posted,USD
SO103774,2024-09-02,CUST0168,LOC006,SP018,Partner,Posted,USD
SO103775,2024-09-02,CUST0183,LOC006,SP016,Partner,Posted,USD
SO103776,2024-09-02,CUST0148,LOC004,SP010,Direct,Posted,USD
SO103777,2024-09-02,CUST0002,LOC003,SP008,Direct,Posted,USD
SO103778,2024-09-02,CUST0068,LOC003,SP009,Direct,Posted,USD
SO103779,2024-09-02,CUST0005,LOC004,SP011,Partner,Posted,USD
SO103780,2024-09-02,CUST0080,LOC005,SP013,Direct,Posted,USD
SO103781,2024-09-02,CUST0222,LOC001,SP001,Direct,Posted,USD
SO103782,2024-09-02,CUST0251,LOC003,SP009,Direct,Posted,USD
SO103783,2024-09-02,CUST0196,LOC004,SP010,Partner,Posted,USD
SO103784,2024-09-02,CUST0167,LOC004,SP010,Partner,Posted,USD
SO103785,2024-09-02,CUST0019,LOC002,SP006,E-commerce,Posted,USD
SO103786,2024-09-03,CUST0230,LOC004,SP011,Direct,Posted,USD
SO103787,2024-09-03,CUST0153,LOC001,SP003,E-commerce,Posted,USD
SO103788,2024-09-03,CUST0009,LOC005,SP015,Partner,Posted,USD
SO103789,2024-09-03,CUST0042,LOC001,SP002,E-commerce,Posted,USD
SO103790,2024-09-03,CUST0229,LOC005,SP015,E-commerce,Posted,USD
SO103791,2024-09-03,CUST0188,LOC005,SP013,E-commerce,Posted,USD
SO103792,2024-09-03,CUST0058,LOC005,SP014,Direct,Posted,USD
SO103793,2024-09-03,CUST0072,LOC003,SP008,Partner,Posted,USD
SO103794,2024-09-03,CUST0136,LOC005,SP015,Direct,Posted,USD
SO103795,2024-09-03,CUST0163,LOC005,SP013,Direct,Posted,USD
SO103796,2024-09-03,CUST0132,LOC003,SP009,E-commerce,Posted,USD
SO103797,2024-09-03,CUST0070,LOC006,SP016,Partner,Posted,USD
SO103798,2024-09-03,CUST0004,LOC003,SP009,Direct,Posted,USD
SO103799,2024-09-03,CUST0109,LOC005,SP013,Partner,Posted,USD
SO103800,2024-09-03,CUST0198,LOC004,SP012,Direct,Posted,USD
SO103801,2024-09-03,CUST0209,LOC006,SP018,E-commerce,Posted,USD
SO103802,2024-09-03,CUST0215,LOC006,SP016,Direct,Posted,USD
SO103803,2024-09-04,CUST0118,LOC003,SP007,Direct,Posted,USD
SO103804,2024-09-04,CUST0032,LOC003,SP007,Direct,Posted,USD
SO103805,2024-09-04,CUST0242,LOC006,SP016,Partner,Posted,USD
SO103806,2024-09-04,CUST0170,LOC005,SP014,Direct,Posted,USD
SO103807,2024-09-04,CUST0171,LOC006,SP018,E-commerce,Posted,USD
SO103808,2024-09-04,CUST0200,LOC001,SP003,E-commerce,Posted,USD
SO103809,2024-09-04,CUST0077,LOC006,SP017,Partner,Posted,USD
SO103810,2024-09-04,CUST0090,LOC001,SP002,E-commerce,Posted,USD
SO103811,2024-09-04,CUST0175,LOC005,SP014,Direct,Posted,USD
SO103812,2024-09-04,CUST0270,LOC001,SP001,E-commerce,Posted,USD
SO103813,2024-09-04,CUST0200,LOC003,SP009,Partner,Posted,USD
SO103814,2024-09-04,CUST0041,LOC003,SP009,E-commerce,Posted,USD
SO103815,2024-09-04,CUST0060,LOC001,SP003,Direct,Posted,USD
