sales_line_id,sales_order_id,item_id,quantity,unit_price,unit_cost,discount_pct
LINE0008248,SO104935,ITEM0062,3,583.58,328.62,0.05
LINE0008249,SO104936,ITEM0019,2,278.31,185.32,0.05
LINE0008250,SO104937,ITEM0035,4,757.71,425.54,0.08
LINE0008251,SO104938,ITEM0006,1,550.73,358.99,0.0
LINE0008252,SO104939,ITEM0085,1,652.76,350.95,0.08
LINE0008253,SO104939,ITEM0046,6,198.91,125.92,0.1
LINE0008254,SO104940,ITEM0033,3,369.42,265.75,0.0
LINE0008255,SO104940,ITEM0007,10,509.1,285.58,0.05
LINE0008256,SO104941,ITEM0023,1,682.4,365.27,0.03
LINE0008257,SO104942,ITEM0032,2,514.77,397.79,0.1
LINE0008258,SO104943,ITEM0012,8,542.24,397.08,0.08
LINE0008259,SO104943,ITEM0005,2,238.96,143.68,0.0
LINE0008260,SO104944,ITEM0023,1,647.23,365.27,0.08
LINE0008261,SO104944,ITEM0047,6,488.36,353.99,0.08
LINE0008262,SO104945,ITEM0077,1,921.79,647.4,0.0
LINE0008263,SO104945,ITEM0093,8,500.26,363.24,0.03
LINE0008264,SO104946,ITEM0079,10,744.15,575.96,0.1
LINE0008265,SO104946,ITEM0039,6,593.15,334.47,0.1
LINE0008266,SO104947,ITEM0005,10,238.96,143.68,0.0
LINE0008267,SO104947,ITEM0039,1,606.34,334.47,0.08
LINE0008268,SO104947,ITEM0098,4,918.06,470.94,0.03
LINE0008269,SO104948,ITEM0094,1,584.51,360.71,0.1
LINE0008270,SO104949,ITEM0012,2,500.98,397.08,0.15
LINE0008271,SO104949,ITEM0060,6,347.66,215.96,0.0
LINE0008272,SO104950,ITEM0009,5,655.05,379.29,0.03
LINE0008273,SO104950,ITEM0059,1,414.78,243.23,0.08
LINE0008274,SO104951,ITEM0011,8,111.96,62.6,0.1
LINE0008275,SO104951,ITEM0004,3,577.35,281.53,0.0
LINE0008276,SO104952,ITEM0047,8,504.29,353.99,0.05
LINE0008277,SO104953,ITEM0072,10,266.28,139.97,0.0
LINE0008278,SO104953,ITEM0011,3,120.67,62.6,0.03
LINE0008279,SO104953,ITEM0012,10,589.39,397.08,0.0
LINE0008280,SO104954,ITEM0024,4,271.37,200.55,0.05
LINE0008281,SO104955,ITEM0007,1,455.52,285.58,0.15
LINE0008282,SO104955,ITEM0037,6,351.13,243.06,0.1
LINE0008283,SO104955,ITEM0014,3,106.12,61.48,0.05
LINE0008284,SO104956,ITEM0032,4,526.21,397.79,0.08
LINE0008285,SO104956,ITEM0030,3,443.83,248.72,0.03
LINE0008286,SO104957,ITEM0090,5,395.22,287.65,0.03
LINE0008287,SO104958,ITEM0022,8,99.73,66.39,0.05
LINE0008288,SO104958,ITEM0027,6,372.66,200.86,0.08
LINE0008289,SO104959,ITEM0062,2,552.87,328.62,0.1
LINE0008290,SO104960,ITEM0046,8,187.86,125.92,0.15
LINE0008291,SO104960,ITEM0056,4,885.31,585.42,0.0
LINE0008292,SO104961,ITEM0051,2,874.67,451.36,0.03
LINE0008293,SO104962,ITEM0011,4,105.74,62.6,0.15
LINE0008294,SO104962,ITEM0035,6,782.42,425.54,0.05
LINE0008295,SO104962,ITEM0094,10,649.45,360.71,0.0
LINE0008296,SO104963,ITEM0036,4,737.97,442.26,0.03
LINE0008297,SO104963,ITEM0035,1,741.24,425.54,0.1
LINE0008298,SO104964,ITEM0078,8,162.64,114.14,0.15
LINE0008299,SO104965,ITEM0061,5,489.16,277.22,0.15
LINE0008300,SO104965,ITEM0025,3,503.07,352.32,0.08
LINE0008301,SO104966,ITEM0096,5,419.58,320.6,0.08
LINE0008302,SO104967,ITEM0012,8,542.24,397.08,0.08
LINE0008303,SO104967,ITEM0076,10,86.04,61.93,0.0
LINE0008304,SO104968,ITEM0031,8,610.25,437.48,0.15
LINE0008305,SO104969,ITEM0065,4,152.38,113.01,0.05
LINE0008306,SO104970,ITEM0058,10,612.45,369.45,0.03
LINE0008307,SO104971,ITEM0012,2,542.24,397.08,0.08
LINE0008308,SO104972,ITEM0080,4,384.87,275.75,0.0
LINE0008309,SO104973,ITEM0063,6,756.49,408.67,0.08
LINE0008310,SO104973,ITEM0028,6,837.49,465.24,0.0
LINE0008311,SO104973,ITEM0098,1,851.8,470.94,0.1
LINE0008312,SO104974,ITEM0005,6,219.84,143.68,0.08
LINE0008313,SO104975,ITEM0091,4,264.06,164.43,0.0
LINE0008314,SO104975,ITEM0018,8,695.59,562.98,0.15
LINE0008315,SO104975,ITEM0045,3,311.58,197.34,0.0
LINE0008316,SO104976,ITEM0041,2,137.26,82.69,0.03
LINE0008317,SO104977,ITEM0025,3,546.82,352.32,0.0
LINE0008318,SO104977,ITEM0019,4,249.02,185.32,0.15
LINE0008319,SO104977,ITEM0037,2,370.63,243.06,0.05
LINE0008320,SO104978,ITEM0074,10,253.95,187.55,0.05
LINE0008321,SO104978,ITEM0022,1,104.98,66.39,0.0
LINE0008322,SO104979,ITEM0022,10,104.98,66.39,0.0
LINE0008323,SO104980,ITEM0058,2,631.39,369.45,0.0
LINE0008324,SO104981,ITEM0002,1,241.82,134.97,0.08
LINE0008325,SO104982,ITEM0025,1,503.07,352.32,0.08
LINE0008326,SO104982,ITEM0093,4,464.16,363.24,0.1
LINE0008327,SO104983,ITEM0052,10,782.58,559.32,0.0
LINE0008328,SO104984,ITEM0002,8,241.82,134.97,0.08
LINE0008329,SO104984,ITEM0070,2,602.91,403.05,0.05
LINE0008330,SO104985,ITEM0012,4,571.71,397.08,0.03
LINE0008331,SO104985,ITEM0071,2,373.88,228.16,0.08
LINE0008332,SO104986,ITEM0008,5,263.83,201.87,0.1
LINE0008333,SO104986,ITEM0032,6,571.97,397.79,0.0
LINE0008334,SO104987,ITEM0078,8,191.34,114.14,0.0
LINE0008335,SO104987,ITEM0071,3,406.39,228.16,0.0
LINE0008336,SO104988,ITEM0037,5,351.13,243.06,0.1
LINE0008337,SO104988,ITEM0018,5,695.59,562.98,0.15
LINE0008338,SO104988,ITEM0061,8,517.93,277.22,0.1
LINE0008339,SO104989,ITEM0060,5,312.89,215.96,0.1
LINE0008340,SO104990,ITEM0069,8,395.24,304.56,0.15
LINE0008341,SO104990,ITEM0044,8,486.93,253.78,0.03
LINE0008342,SO104991,ITEM0058,5,612.45,369.45,0.03
LINE0008343,SO104992,ITEM0055,8,833.91,484.96,0.0
LINE0008344,SO104992,ITEM0024,1,285.65,200.55,0.0
LINE0008345,SO104993,ITEM0003,8,655.8,455.21,0.0
LINE0008346,SO104994,ITEM0068,10,639.67,361.43,0.0
LINE0008347,SO104995,ITEM0050,2,250.16,138.7,0.03
LINE0008348,SO104996,ITEM0038,3,521.49,371.85,0.0
LINE0008349,SO104996,ITEM0099,3,485.35,256.08,0.03
LINE0008350,SO104997,ITEM0037,3,390.14,243.06,0.0
LINE0008351,SO104997,ITEM0036,10,722.75,442.26,0.05
LINE0008352,SO104998,ITEM0075,5,752.04,531.42,0.03
LINE0008353,SO104998,ITEM0032,10,543.37,397.79,0.05
LINE0008354,SO104999,ITEM0086,10,82.82,57.07,0.1
LINE0008355,SO104999,ITEM0055,8,767.2,484.96,0.08
LINE0008356,SO105000,ITEM0052,10,759.1,559.32,0.03
LINE0008357,SO105000,ITEM0044,2,501.99,253.78,0.0
LINE0008358,SO105001,ITEM0008,10,293.15,201.87,0.0
LINE0008359,SO105001,ITEM0072,3,252.97,139.97,0.05
LINE0008360,SO105001,ITEM0035,6,782.42,425.54,0.05
LINE0008361,SO105002,ITEM0066,5,507.92,303.8,0.1
LINE0008362,SO105002,ITEM0093,6,515.73,363.24,0.0
LINE0008363,SO105003,ITEM0014,4,108.36,61.48,0.03
LINE0008364,SO105003,ITEM0032,2,554.81,397.79,0.03
LINE0008365,SO105004,ITEM0073,2,150.81,87.81,0.1
LINE0008366,SO105005,ITEM0050,4,245.0,138.7,0.05
LINE0008367,SO105006,ITEM0058,3,536.68,369.45,0.15
LINE0008368,SO105006,ITEM0051,2,901.72,451.36,0.0
LINE0008369,SO105006,ITEM0031,3,682.04,437.48,0.05
LINE0008370,SO105007,ITEM0015,6,572.71,414.04,0.05
LINE0008371,SO105007,ITEM0037,10,390.14,243.06,0.0
LINE0008372,SO105008,ITEM0099,1,460.33,256.08,0.08
LINE0008373,SO105009,ITEM0004,8,490.75,281.53,0.15
LINE0008374,SO105009,ITEM0019,1,278.31,185.32,0.05
LINE0008375,SO105010,ITEM0044,3,476.89,253.78,0.05
LINE0008376,SO105011,ITEM0084,1,279.0,220.87,0.1
LINE0008377,SO105011,ITEM0006,8,495.66,358.99,0.1
LINE0008378,SO105012,ITEM0042,10,42.95,28.06,0.0
LINE0008379,SO105012,ITEM0032,10,571.97,397.79,0.0
LINE0008380,SO105013,ITEM0076,6,73.13,61.93,0.15
LINE0008381,SO105014,ITEM0076,6,73.13,61.93,0.15
LINE0008382,SO105015,ITEM0061,2,517.93,277.22,0.1
LINE0008383,SO105015,ITEM0031,3,696.4,437.48,0.03
LINE0008384,SO105016,ITEM0094,3,649.45,360.71,0.0
LINE0008385,SO105017,ITEM0013,2,444.34,233.6,0.03
LINE0008386,SO105018,ITEM0015,10,554.62,414.04,0.08
LINE0008387,SO105018,ITEM0047,3,451.21,353.99,0.15
LINE0008388,SO105019,ITEM0046,2,187.86,125.92,0.15
LINE0008389,SO105020,ITEM0041,1,120.28,82.69,0.15
LINE0008390,SO105020,ITEM0015,1,512.42,414.04,0.15
LINE0008391,SO105021,ITEM0059,8,450.85,243.23,0.0
LINE0008392,SO105022,ITEM0051,5,901.72,451.36,0.0
LINE0008393,SO105023,ITEM0064,10,269.94,175.02,0.08
LINE0008394,SO105024,ITEM0079,3,785.49,575.96,0.05
LINE0008395,SO105025,ITEM0089,2,97.23,50.8,0.05
LINE0008396,SO105026,ITEM0052,1,719.97,559.32,0.08
LINE0008397,SO105027,ITEM0075,10,775.3,531.42,0.0
LINE0008398,SO105027,ITEM0074,6,259.3,187.55,0.03
LINE0008399,SO105027,ITEM0059,3,450.85,243.23,0.0
LINE0008400,SO105028,ITEM0035,5,782.42,425.54,0.05
LINE0008401,SO105028,ITEM0049,10,54.83,40.58,0.05
LINE0008402,SO105029,ITEM0087,5,788.98,532.53,0.1
LINE0008403,SO105030,ITEM0027,4,372.66,200.86,0.08
LINE0008404,SO105030,ITEM0041,10,130.19,82.69,0.08
LINE0008405,SO105031,ITEM0042,1,41.66,28.06,0.03
LINE0008406,SO105031,ITEM0012,5,571.71,397.08,0.03
LINE0008407,SO105032,ITEM0042,1,42.95,28.06,0.0
LINE0008408,SO105033,ITEM0077,1,875.7,647.4,0.05
LINE0008409,SO105033,ITEM0085,3,709.52,350.95,0.0
LINE0008410,SO105033,ITEM0068,6,639.67,361.43,0.0
LINE0008411,SO105034,ITEM0034,1,428.12,252.75,0.15
LINE0008412,SO105035,ITEM0081,2,794.82,590.31,0.1
LINE0008413,SO105036,ITEM0068,1,607.69,361.43,0.05
LINE0008414,SO105036,ITEM0020,6,182.38,106.28,0.03
LINE0008415,SO105036,ITEM0077,8,848.05,647.4,0.08
LINE0008416,SO105037,ITEM0024,1,285.65,200.55,0.0
LINE0008417,SO105038,ITEM0007,3,519.82,285.58,0.03
LINE0008418,SO105039,ITEM0048,3,849.56,546.3,0.03
LINE0008419,SO105040,ITEM0052,4,704.32,559.32,0.1
LINE0008420,SO105041,ITEM0035,3,823.6,425.54,0.0
LINE0008421,SO105042,ITEM0034,10,478.49,252.75,0.05
LINE0008422,SO105042,ITEM0007,3,455.52,285.58,0.15
LINE0008423,SO105042,ITEM0026,6,248.43,121.16,0.0
LINE0008424,SO105043,ITEM0043,5,271.29,167.85,0.03
LINE0008425,SO105044,ITEM0099,5,460.33,256.08,0.08
LINE0008426,SO105044,ITEM0034,3,453.3,252.75,0.1
LINE0008427,SO105045,ITEM0030,10,434.68,248.72,0.05
LINE0008428,SO105045,ITEM0017,4,227.6,135.93,0.08
LINE0008429,SO105045,ITEM0056,10,858.75,585.42,0.03
LINE0008430,SO105046,ITEM0074,10,267.32,187.55,0.0
LINE0008431,SO105047,ITEM0097,6,44.6,30.5,0.08
LINE0008432,SO105048,ITEM0048,5,875.83,546.3,0.0
LINE0008433,SO105049,ITEM0096,5,456.07,320.6,0.0
LINE0008434,SO105049,ITEM0053,8,626.37,376.42,0.15
LINE0008435,SO105049,ITEM0030,3,434.68,248.72,0.05
LINE0008436,SO105050,ITEM0028,8,837.49,465.24,0.0
LINE0008437,SO105051,ITEM0079,6,826.83,575.96,0.0
LINE0008438,SO105051,ITEM0058,10,599.82,369.45,0.05
LINE0008439,SO105052,ITEM0058,3,599.82,369.45,0.05
LINE0008440,SO105053,ITEM0061,4,529.44,277.22,0.08
LINE0008441,SO105053,ITEM0055,6,808.89,484.96,0.03
LINE0008442,SO105054,ITEM0088,2,886.88,456.45,0.03
LINE0008443,SO105054,ITEM0073,2,154.16,87.81,0.08
LINE0008444,SO105055,ITEM0093,5,515.73,363.24,0.0
LINE0008445,SO105055,ITEM0023,5,703.51,365.27,0.0
LINE0008446,SO105056,ITEM0040,1,665.44,480.61,0.08
LINE0008447,SO105057,ITEM0033,1,350.95,265.75,0.05
LINE0008448,SO105058,ITEM0091,8,264.06,164.43,0.0
LINE0008449,SO105058,ITEM0016,5,214.98,106.78,0.0
LINE0008450,SO105059,ITEM0030,8,457.56,248.72,0.0
LINE0008451,SO105060,ITEM0030,8,434.68,248.72,0.05
LINE0008452,SO105060,ITEM0056,3,885.31,585.42,0.0
LINE0008453,SO105060,ITEM0042,6,42.95,28.06,0.0
LINE0008454,SO105061,ITEM0068,6,575.7,361.43,0.1
LINE0008455,SO105061,ITEM0063,5,822.27,408.67,0.0
LINE0008456,SO105062,ITEM0020,6,188.02,106.28,0.0
LINE0008457,SO105062,ITEM0073,6,167.57,87.81,0.0
LINE0008458,SO105063,ITEM0051,8,901.72,451.36,0.0
LINE0008459,SO105063,ITEM0086,6,82.82,57.07,0.1
LINE0008460,SO105063,ITEM0050,10,257.9,138.7,0.0
LINE0008461,SO105064,ITEM0084,6,310.0,220.87,0.0
LINE0008462,SO105065,ITEM0027,6,384.81,200.86,0.05
LINE0008463,SO105065,ITEM0017,2,247.39,135.93,0.0
LINE0008464,SO105066,ITEM0083,5,642.3,383.33,0.0
LINE0008465,SO105067,ITEM0087,10,832.81,532.53,0.05
LINE0008466,SO105068,ITEM0041,6,130.19,82.69,0.08
LINE0008467,SO105068,ITEM0022,3,94.48,66.39,0.1
LINE0008468,SO105069,ITEM0064,3,269.94,175.02,0.08
LINE0008469,SO105069,ITEM0017,2,235.02,135.93,0.05
LINE0008470,SO105070,ITEM0029,1,479.47,342.22,0.03
LINE0008471,SO105071,ITEM0025,8,503.07,352.32,0.08
LINE0008472,SO105072,ITEM0078,3,185.6,114.14,0.03
LINE0008473,SO105073,ITEM0012,2,589.39,397.08,0.0
LINE0008474,SO105073,ITEM0068,1,607.69,361.43,0.05
LINE0008475,SO105073,ITEM0006,5,534.21,358.99,0.03
LINE0008476,SO105074,ITEM0007,10,455.52,285.58,0.15
LINE0008477,SO105074,ITEM0005,2,231.79,143.68,0.03
LINE0008478,SO105075,ITEM0060,4,347.66,215.96,0.0
LINE0008479,SO105075,ITEM0021,4,260.31,199.42,0.08
LINE0008480,SO105076,ITEM0083,5,610.18,383.33,0.05
LINE0008481,SO105076,ITEM0094,8,552.03,360.71,0.15
LINE0008482,SO105077,ITEM0100,3,757.43,581.56,0.1
LINE0008483,SO105078,ITEM0053,5,677.96,376.42,0.08
LINE0008484,SO105079,ITEM0078,1,162.64,114.14,0.15
LINE0008485,SO105080,ITEM0076,3,79.16,61.93,0.08
LINE0008486,SO105081,ITEM0030,6,434.68,248.72,0.05
LINE0008487,SO105082,ITEM0020,4,188.02,106.28,0.0
LINE0008488,SO105082,ITEM0054,3,829.5,468.51,0.08
LINE0008489,SO105082,ITEM0090,10,407.44,287.65,0.0
LINE0008490,SO105083,ITEM0089,3,99.28,50.8,0.03
LINE0008491,SO105084,ITEM0006,3,495.66,358.99,0.1
LINE0008492,SO105085,ITEM0007,2,509.1,285.58,0.05
LINE0008493,SO105086,ITEM0033,1,369.42,265.75,0.0
LINE0008494,SO105087,ITEM0071,4,394.2,228.16,0.03
LINE0008495,SO105087,ITEM0033,10,358.34,265.75,0.03
LINE0008496,SO105088,ITEM0091,4,256.14,164.43,0.03
LINE0008497,SO105088,ITEM0011,2,124.4,62.6,0.0
LINE0008498,SO105089,ITEM0073,6,167.57,87.81,0.0
LINE0008499,SO105090,ITEM0094,3,597.49,360.71,0.08
LINE0008500,SO105090,ITEM0065,10,160.4,113.01,0.0
LINE0008501,SO105091,ITEM0092,2,114.6,73.09,0.0
LINE0008502,SO105092,ITEM0071,3,406.39,228.16,0.0
LINE0008503,SO105092,ITEM0069,5,464.99,304.56,0.0
LINE0008504,SO105093,ITEM0046,8,221.01,125.92,0.0
LINE0008505,SO105093,ITEM0097,5,48.48,30.5,0.0
LINE0008506,SO105093,ITEM0088,1,914.31,456.45,0.0
LINE0008507,SO105094,ITEM0095,6,400.17,256.59,0.0
LINE0008508,SO105095,ITEM0032,1,514.77,397.79,0.1
LINE0008509,SO105096,ITEM0081,2,883.13,590.31,0.0
LINE0008510,SO105097,ITEM0033,1,369.42,265.75,0.0
LINE0008511,SO105097,ITEM0047,2,488.36,353.99,0.08
LINE0008512,SO105098,ITEM0015,8,572.71,414.04,0.05
LINE0008513,SO105099,ITEM0042,6,40.8,28.06,0.05
LINE0008514,SO105100,ITEM0082,4,403.69,301.6,0.05
LINE0008515,SO105101,ITEM0006,5,534.21,358.99,0.03
LINE0008516,SO105102,ITEM0087,10,850.34,532.53,0.03
LINE0008517,SO105102,ITEM0039,3,626.11,334.47,0.05
LINE0008518,SO105102,ITEM0080,6,373.32,275.75,0.03
LINE0008519,SO105103,ITEM0004,5,548.48,281.53,0.05
LINE0008520,SO105103,ITEM0080,10,373.32,275.75,0.03
LINE0008521,SO105104,ITEM0066,3,564.35,303.8,0.0
LINE0008522,SO105105,ITEM0035,6,782.42,425.54,0.05
LINE0008523,SO105106,ITEM0039,3,639.29,334.47,0.03
LINE0008524,SO105106,ITEM0064,1,269.94,175.02,0.08
LINE0008525,SO105106,ITEM0013,2,421.43,233.6,0.08
LINE0008526,SO105107,ITEM0034,3,453.3,252.75,0.1
LINE0008527,SO105108,ITEM0046,3,209.96,125.92,0.05
LINE0008528,SO105109,ITEM0021,3,268.8,199.42,0.05
LINE0008529,SO105110,ITEM0017,3,247.39,135.93,0.0
LINE0008530,SO105111,ITEM0017,10,210.28,135.93,0.15
LINE0008531,SO105112,ITEM0037,10,370.63,243.06,0.05
LINE0008532,SO105112,ITEM0031,5,717.94,437.48,0.0
LINE0008533,SO105113,ITEM0042,1,39.51,28.06,0.08
LINE0008534,SO105114,ITEM0030,10,420.96,248.72,0.08
LINE0008535,SO105114,ITEM0010,5,217.06,156.48,0.08
LINE0008536,SO105115,ITEM0044,5,486.93,253.78,0.03
LINE0008537,SO105115,ITEM0002,8,249.71,134.97,0.05
LINE0008538,SO105116,ITEM0091,3,264.06,164.43,0.0
LINE0008539,SO105116,ITEM0047,5,488.36,353.99,0.08
LINE0008540,SO105116,ITEM0012,5,559.92,397.08,0.05
LINE0008541,SO105117,ITEM0099,8,500.36,256.08,0.0
LINE0008542,SO105118,ITEM0086,10,92.02,57.07,0.0
LINE0008543,SO105119,ITEM0023,4,633.16,365.27,0.1
LINE0008544,SO105119,ITEM0006,4,550.73,358.99,0.0
LINE0008545,SO105120,ITEM0013,6,421.43,233.6,0.08
LINE0008546,SO105120,ITEM0086,10,87.42,57.07,0.05
LINE0008547,SO105121,ITEM0099,10,500.36,256.08,0.0
LINE0008548,SO105122,ITEM0073,6,167.57,87.81,0.0
LINE0008549,SO105123,ITEM0100,1,816.34,581.56,0.03
LINE0008550,SO105123,ITEM0055,1,808.89,484.96,0.03
LINE0008551,SO105124,ITEM0010,3,212.35,156.48,0.1
LINE0008552,SO105124,ITEM0027,2,405.06,200.86,0.0
LINE0008553,SO105125,ITEM0075,6,752.04,531.42,0.03
LINE0008554,SO105126,ITEM0054,3,829.5,468.51,0.08
LINE0008555,SO105126,ITEM0029,3,444.87,342.22,0.1
LINE0008556,SO105126,ITEM0088,8,886.88,456.45,0.03
LINE0008557,SO105127,ITEM0099,1,450.32,256.08,0.1
LINE0008558,SO105128,ITEM0078,3,172.21,114.14,0.1
LINE0008559,SO105129,ITEM0072,4,244.98,139.97,0.08
LINE0008560,SO105130,ITEM0068,6,588.5,361.43,0.08
LINE0008561,SO105131,ITEM0004,3,519.62,281.53,0.1
LINE0008562,SO105132,ITEM0050,5,245.0,138.7,0.05
LINE0008563,SO105133,ITEM0059,4,450.85,243.23,0.0
LINE0008564,SO105133,ITEM0054,2,901.63,468.51,0.0
LINE0008565,SO105134,ITEM0085,3,709.52,350.95,0.0
LINE0008566,SO105135,ITEM0076,1,86.04,61.93,0.0
LINE0008567,SO105136,ITEM0019,2,269.52,185.32,0.08
LINE0008568,SO105136,ITEM0027,10,405.06,200.86,0.0
LINE0008569,SO105137,ITEM0060,4,312.89,215.96,0.1
LINE0008570,SO105138,ITEM0006,5,550.73,358.99,0.0
LINE0008571,SO105138,ITEM0084,4,310.0,220.87,0.0
LINE0008572,SO105139,ITEM0043,6,251.71,167.85,0.1
LINE0008573,SO105139,ITEM0027,4,405.06,200.86,0.0
LINE0008574,SO105140,ITEM0094,2,616.98,360.71,0.05
LINE0008575,SO105141,ITEM0016,4,197.78,106.78,0.08
LINE0008576,SO105142,ITEM0048,8,849.56,546.3,0.03
LINE0008577,SO105143,ITEM0088,8,841.17,456.45,0.08
LINE0008578,SO105143,ITEM0055,10,808.89,484.96,0.03
LINE0008579,SO105144,ITEM0030,1,420.96,248.72,0.08
LINE0008580,SO105145,ITEM0071,8,394.2,228.16,0.03
LINE0008581,SO105145,ITEM0027,6,392.91,200.86,0.03
LINE0008582,SO105145,ITEM0005,1,231.79,143.68,0.03
LINE0008583,SO105146,ITEM0078,5,191.34,114.14,0.0
LINE0008584,SO105146,ITEM0064,3,269.94,175.02,0.08
LINE0008585,SO105147,ITEM0092,3,97.41,73.09,0.15
LINE0008586,SO105148,ITEM0009,4,641.54,379.29,0.05
LINE0008587,SO105148,ITEM0054,4,856.55,468.51,0.05
LINE0008588,SO105149,ITEM0046,10,221.01,125.92,0.0
LINE0008589,SO105150,ITEM0010,10,235.94,156.48,0.0
LINE0008590,SO105151,ITEM0014,4,111.71,61.48,0.0
LINE0008591,SO105152,ITEM0025,10,546.82,352.32,0.0
LINE0008592,SO105152,ITEM0076,3,83.46,61.93,0.03
LINE0008593,SO105153,ITEM0030,10,420.96,248.72,0.08
LINE0008594,SO105153,ITEM0063,8,822.27,408.67,0.0
LINE0008595,SO105154,ITEM0021,10,274.46,199.42,0.03
LINE0008596,SO105155,ITEM0013,4,458.08,233.6,0.0
LINE0008597,SO105156,ITEM0051,10,874.67,451.36,0.03
LINE0008598,SO105157,ITEM0066,6,519.2,303.8,0.08
LINE0008599,SO105158,ITEM0039,10,593.15,334.47,0.1
LINE0008600,SO105159,ITEM0018,3,818.34,562.98,0.0
LINE0008601,SO105159,ITEM0031,4,660.5,437.48,0.08
LINE0008602,SO105159,ITEM0060,8,337.23,215.96,0.03
LINE0008603,SO105160,ITEM0049,10,49.06,40.58,0.15
LINE0008604,SO105161,ITEM0075,6,752.04,531.42,0.03
LINE0008605,SO105161,ITEM0089,3,94.16,50.8,0.08
LINE0008606,SO105162,ITEM0011,4,124.4,62.6,0.0
LINE0008607,SO105163,ITEM0044,10,476.89,253.78,0.05
LINE0008608,SO105163,ITEM0093,1,474.47,363.24,0.08
LINE0008609,SO105164,ITEM0065,5,160.4,113.01,0.0
LINE0008610,SO105164,ITEM0026,4,248.43,121.16,0.0
LINE0008611,SO105164,ITEM0079,6,826.83,575.96,0.0
LINE0008612,SO105165,ITEM0067,2,774.82,407.32,0.0
LINE0008613,SO105165,ITEM0086,1,92.02,57.07,0.0
LINE0008614,SO105166,ITEM0038,8,521.49,371.85,0.0
LINE0008615,SO105166,ITEM0005,2,227.01,143.68,0.05
LINE0008616,SO105167,ITEM0005,4,227.01,143.68,0.05
LINE0008617,SO105168,ITEM0009,5,675.31,379.29,0.0
LINE0008618,SO105168,ITEM0037,8,390.14,243.06,0.0
LINE0008619,SO105169,ITEM0050,2,257.9,138.7,0.0
LINE0008620,SO105169,ITEM0027,4,392.91,200.86,0.03
LINE0008621,SO105169,ITEM0004,1,577.35,281.53,0.0
LINE0008622,SO105170,ITEM0070,10,583.87,403.05,0.08
LINE0008623,SO105170,ITEM0089,6,102.35,50.8,0.0
LINE0008624,SO105171,ITEM0091,2,242.94,164.43,0.08
LINE0008625,SO105172,ITEM0015,1,602.85,414.04,0.0
LINE0008626,SO105173,ITEM0076,10,83.46,61.93,0.03
LINE0008627,SO105174,ITEM0022,5,101.83,66.39,0.03
LINE0008628,SO105175,ITEM0058,1,631.39,369.45,0.0
LINE0008629,SO105175,ITEM0083,3,642.3,383.33,0.0
LINE0008630,SO105176,ITEM0028,8,770.49,465.24,0.08
LINE0008631,SO105176,ITEM0100,8,799.51,581.56,0.05
LINE0008632,SO105177,ITEM0090,4,395.22,287.65,0.03
LINE0008633,SO105177,ITEM0051,3,901.72,451.36,0.0
LINE0008634,SO105178,ITEM0090,4,395.22,287.65,0.03
LINE0008635,SO105179,ITEM0044,6,451.79,253.78,0.1
LINE0008636,SO105180,ITEM0097,1,44.6,30.5,0.08
LINE0008637,SO105181,ITEM0031,3,682.04,437.48,0.05
LINE0008638,SO105182,ITEM0004,3,548.48,281.53,0.05
LINE0008639,SO105183,ITEM0071,4,345.43,228.16,0.15
LINE0008640,SO105184,ITEM0065,4,152.38,113.01,0.05
LINE0008641,SO105185,ITEM0021,6,282.95,199.42,0.0
LINE0008642,SO105186,ITEM0016,6,204.23,106.78,0.05
LINE0008643,SO105187,ITEM0025,4,546.82,352.32,0.0
LINE0008644,SO105188,ITEM0015,3,602.85,414.04,0.0
LINE0008645,SO105188,ITEM0077,1,921.79,647.4,0.0
LINE0008646,SO105189,ITEM0048,8,832.04,546.3,0.05
LINE0008647,SO105190,ITEM0095,8,400.17,256.59,0.0
LINE0008648,SO105191,ITEM0017,2,235.02,135.93,0.05
LINE0008649,SO105191,ITEM0052,4,665.19,559.32,0.15
LINE0008650,SO105192,ITEM0058,6,580.88,369.45,0.08
LINE0008651,SO105193,ITEM0055,2,767.2,484.96,0.08
LINE0008652,SO105193,ITEM0044,4,501.99,253.78,0.0
LINE0008653,SO105194,ITEM0070,2,634.64,403.05,0.0
LINE0008654,SO105195,ITEM0049,6,57.72,40.58,0.0
LINE0008655,SO105196,ITEM0069,5,451.04,304.56,0.03
LINE0008656,SO105197,ITEM0095,2,400.17,256.59,0.0
LINE0008657,SO105198,ITEM0024,1,271.37,200.55,0.05
LINE0008658,SO105199,ITEM0053,1,663.22,376.42,0.1
LINE0008659,SO105200,ITEM0059,1,437.32,243.23,0.03
LINE0008660,SO105200,ITEM0073,3,167.57,87.81,0.0
LINE0008661,SO105201,ITEM0038,5,479.77,371.85,0.08
LINE0008662,SO105201,ITEM0081,3,883.13,590.31,0.0
LINE0008663,SO105202,ITEM0018,2,818.34,562.98,0.0
LINE0008664,SO105202,ITEM0046,2,214.38,125.92,0.03
LINE0008665,SO105203,ITEM0059,5,450.85,243.23,0.0
LINE0008666,SO105204,ITEM0070,1,615.6,403.05,0.03
LINE0008667,SO105205,ITEM0027,3,405.06,200.86,0.0
LINE0008668,SO105206,ITEM0060,5,347.66,215.96,0.0
LINE0008669,SO105206,ITEM0069,6,441.74,304.56,0.05
LINE0008670,SO105206,ITEM0010,5,228.86,156.48,0.03
